|Concept|Class
288|Binomial_nomenclature|http://www.w3.org/2002/07/owl#Thing
289|Cauchy_distribution|http://www.w3.org/2002/07/owl#Thing
290|Chi-squared_test|http://www.w3.org/2002/07/owl#Thing
291|Photon|http://www.w3.org/2002/07/owl#Thing
292|Photon|http://dbpedia.org/ontology/Scientist
293|Angle|http://www.w3.org/2002/07/owl#Thing
294|Angle|http://dbpedia.org/ontology/Person
295|Avogadro_constant|http://www.w3.org/2002/07/owl#Thing
296|Expected_value|http://www.w3.org/2002/07/owl#Thing
297|Ideal_gas_law|http://www.w3.org/2002/07/owl#Thing
298|Pythagoras|http://www.w3.org/2002/07/owl#Thing
299|Pythagoras|http://xmlns.com/foaf/0.1/Person
300|Pythagoras|http://dbpedia.org/ontology/Person
301|Pythagoras|http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
302|Pythagoras|http://dbpedia.org/ontology/Animal
303|Pythagoras|http://dbpedia.org/ontology/Eukaryote
304|Pythagoras|http://dbpedia.org/ontology/Species
305|Pythagoras|http://schema.org/Person
306|Pythagoras|http://dbpedia.org/ontology/Philosopher
307|Right_angle|http://www.w3.org/2002/07/owl#Thing
308|Right_angle|http://dbpedia.org/ontology/AnatomicalStructure
309|Cartesian_coordinate_system|http://www.w3.org/2002/07/owl#Thing
310|Cartesian_coordinate_system|http://dbpedia.org/ontology/Airline
311|Least_squares|http://www.w3.org/2002/07/owl#Thing
312|Least_squares|http://dbpedia.org/ontology/ProgrammingLanguage
313|Tautology_(logic)|http://www.w3.org/2002/07/owl#Thing
314|Average_absolute_deviation|http://dbpedia.org/ontology/Settlement
315|Body_mass_index|http://www.w3.org/2002/07/owl#Thing
316|Body_mass_index|http://dbpedia.org/ontology/Company
317|Linear_combination|http://dbpedia.org/ontology/Organisation
318|Phenotype|http://www.w3.org/2002/07/owl#Thing
319|Phenotype|http://dbpedia.org/ontology/HistoricPlace
320|Linear_span|http://dbpedia.org/ontology/RoadJunction
321|Projection_(linear_algebra)|http://dbpedia.org/ontology/Album
322|Orthogonal_complement|http://www.w3.org/2002/07/owl#Thing
323|Orthogonality|http://www.w3.org/2002/07/owl#Thing
324|Orthogonality|http://dbpedia.org/ontology/Agent
325|Euclidean_vector|http://www.w3.org/2002/07/owl#Thing
326|Bonferroni_correction|http://dbpedia.org/ontology/Software
327|False_discovery_rate|http://www.w3.org/2002/07/owl#Thing
328|Family-wise_error_rate|http://www.w3.org/2002/07/owl#Thing
329|F-distribution|http://www.w3.org/2002/07/owl#Thing
330|Identity_matrix|http://www.w3.org/2002/07/owl#Thing
331|Orthonormal_basis|http://dbpedia.org/ontology/MeanOfTransportation
332|Bayesian_inference|http://www.w3.org/2002/07/owl#Thing
333|Bayesian_inference|http://dbpedia.org/ontology/Software
334|Bayesian_probability|http://dbpedia.org/ontology/Work
335|Beta_distribution|http://www.w3.org/2002/07/owl#Thing
336|Beta_function|http://www.w3.org/2002/07/owl#Thing
337|Gamma_function|http://www.w3.org/2002/07/owl#Thing
338|Prior_probability|http://www.w3.org/2002/07/owl#Thing
