|Concept|Class
373|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Rugby_league_stadiums_in_the_United_States
374|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Engineering_universities_and_colleges_in_Massachusetts
375|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Universities_and_colleges_in_Middlesex_County,_Massachusetts
376|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Universities_and_colleges_in_Cambridge,_Massachusetts
377|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Science_and_technology_in_Massachusetts
378|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Land-grant_universities_and_colleges
379|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Massachusetts_Institute_of_Technology
380|Massachusetts_Institute_of_Technology|http://dbpedia.org/resource/Category:Compasso_d'Oro_Award_recipients
381|PDF|http://dbpedia.org/resource/Category:Electronic_documents
382|PDF|http://dbpedia.org/resource/Category:Computer-related_introductions_in_1993
383|PDF|http://dbpedia.org/resource/Category:Graphics_file_formats
384|PDF|http://dbpedia.org/resource/Category:ISO_standards
