Model|Accuracy|Params
RF|0.7408450704225352|(0, 5, 150, 'log_loss')
RF|0.7436619718309859|(0, 5, 200, 'gini')
RF|0.7352112676056338|(0, 5, 200, 'entropy')
RF|0.7352112676056338|(0, 5, 200, 'log_loss')
RF|0.7267605633802817|(0, 10, 50, 'gini')
RF|0.7380281690140845|(0, 10, 50, 'entropy')
RF|0.7380281690140845|(0, 10, 50, 'log_loss')
RF|0.7183098591549296|(0, 10, 100, 'gini')
RF|0.752112676056338|(0, 10, 100, 'entropy')
RF|0.752112676056338|(0, 10, 100, 'log_loss')
RF|0.7267605633802817|(0, 10, 150, 'gini')
RF|0.7323943661971831|(0, 10, 150, 'entropy')
RF|0.7323943661971831|(0, 10, 150, 'log_loss')
RF|0.7211267605633803|(0, 10, 200, 'gini')
RF|0.7267605633802817|(0, 10, 200, 'entropy')
RF|0.7267605633802817|(0, 10, 200, 'log_loss')
Linear Regression|0.647887323943662|None
SVM|0.5521126760563381|(1, 0.1, 'linear')
SVM|0.5521126760563381|(1, 0.01, 'linear')
SVM|0.5521126760563381|(1, 0.001, 'linear')
SVM|0.5521126760563381|(1, 0.0001, 'linear')
SVM|0.5521126760563381|(10, 0.1, 'linear')
SVM|0.5521126760563381|(10, 0.01, 'linear')
SVM|0.5521126760563381|(10, 0.001, 'linear')
SVM|0.5521126760563381|(10, 0.0001, 'linear')
SVM|0.5521126760563381|(100, 0.1, 'linear')
SVM|0.5521126760563381|(100, 0.01, 'linear')
SVM|0.5521126760563381|(100, 0.001, 'linear')
SVM|0.5521126760563381|(100, 0.0001, 'linear')
SVM|0.5521126760563381|(1000, 0.1, 'linear')
SVM|0.5521126760563381|(1000, 0.01, 'linear')
SVM|0.5521126760563381|(1000, 0.001, 'linear')
SVM|0.5521126760563381|(1000, 0.0001, 'linear')
RBF|0.5408450704225352|(1, 0.1, 'rbf')
RBF|0.5408450704225352|(1, 0.01, 'rbf')
RBF|0.7718309859154929|(1, 0.001, 'rbf')
RBF|0.704225352112676|(1, 0.0001, 'rbf')
RBF|0.5408450704225352|(10, 0.1, 'rbf')
RBF|0.5408450704225352|(10, 0.01, 'rbf')
RBF|0.7774647887323943|(10, 0.001, 'rbf')
RBF|0.7380281690140845|(10, 0.0001, 'rbf')
RBF|0.5408450704225352|(100, 0.1, 'rbf')
RBF|0.5408450704225352|(100, 0.01, 'rbf')
RBF|0.7774647887323943|(100, 0.001, 'rbf')
RBF|0.6873239436619718|(100, 0.0001, 'rbf')
RBF|0.5408450704225352|(1000, 0.1, 'rbf')
RBF|0.5408450704225352|(1000, 0.01, 'rbf')
RBF|0.7774647887323943|(1000, 0.001, 'rbf')
RBF|0.6929577464788732|(1000, 0.0001, 'rbf')
RF|0.6253521126760564|(0, 1, 50, 'gini')
RF|0.6281690140845071|(0, 1, 50, 'entropy')
RF|0.6281690140845071|(0, 1, 50, 'log_loss')
RF|0.6366197183098592|(0, 1, 100, 'gini')
RF|0.6338028169014085|(0, 1, 100, 'entropy')
RF|0.6338028169014085|(0, 1, 100, 'log_loss')
RF|0.6366197183098592|(0, 1, 150, 'gini')
RF|0.6366197183098592|(0, 1, 150, 'entropy')
RF|0.6366197183098592|(0, 1, 150, 'log_loss')
RF|0.6394366197183099|(0, 1, 200, 'gini')
RF|0.6394366197183099|(0, 1, 200, 'entropy')
RF|0.6394366197183099|(0, 1, 200, 'log_loss')
RF|0.6647887323943662|(0, 2, 50, 'gini')
RF|0.6704225352112676|(0, 2, 50, 'entropy')
RF|0.6704225352112676|(0, 2, 50, 'log_loss')
RF|0.6591549295774648|(0, 2, 100, 'gini')
RF|0.6704225352112676|(0, 2, 100, 'entropy')
RF|0.6704225352112676|(0, 2, 100, 'log_loss')
RF|0.6563380281690141|(0, 2, 150, 'gini')
RF|0.6619718309859155|(0, 2, 150, 'entropy')
RF|0.6619718309859155|(0, 2, 150, 'log_loss')
RF|0.6647887323943662|(0, 2, 200, 'gini')
RF|0.6676056338028169|(0, 2, 200, 'entropy')
RF|0.6676056338028169|(0, 2, 200, 'log_loss')
RF|0.6704225352112676|(0, 5, 50, 'gini')
RF|0.7183098591549296|(0, 5, 50, 'entropy')
RF|0.7183098591549296|(0, 5, 50, 'log_loss')
RF|0.6929577464788732|(0, 5, 100, 'gini')
RF|0.7014084507042253|(0, 5, 100, 'entropy')
RF|0.7014084507042253|(0, 5, 100, 'log_loss')
RF|0.6788732394366197|(0, 5, 150, 'gini')
RF|0.6985915492957746|(0, 5, 150, 'entropy')
RF|0.6985915492957746|(0, 5, 150, 'log_loss')
RF|0.6873239436619718|(0, 5, 200, 'gini')
RF|0.6957746478873239|(0, 5, 200, 'entropy')
RF|0.6957746478873239|(0, 5, 200, 'log_loss')
RF|0.6845070422535211|(0, 10, 50, 'gini')
RF|0.6845070422535211|(0, 10, 50, 'entropy')
RF|0.6845070422535211|(0, 10, 50, 'log_loss')
RF|0.7014084507042253|(0, 10, 100, 'gini')
RF|0.7098591549295775|(0, 10, 100, 'entropy')
RF|0.7098591549295775|(0, 10, 100, 'log_loss')
RF|0.6845070422535211|(0, 10, 150, 'gini')
RF|0.7154929577464789|(0, 10, 150, 'entropy')
RF|0.7154929577464789|(0, 10, 150, 'log_loss')
RF|0.676056338028169|(0, 10, 200, 'gini')
RF|0.7070422535211267|(0, 10, 200, 'entropy')
RF|0.7070422535211267|(0, 10, 200, 'log_loss')
Linear Regression|0.6106442577030813|None
SVM|0.5518207282913166|(1, 0.1, 'linear')
SVM|0.5518207282913166|(1, 0.01, 'linear')
SVM|0.5518207282913166|(1, 0.001, 'linear')
SVM|0.5518207282913166|(1, 0.0001, 'linear')
SVM|0.5518207282913166|(10, 0.1, 'linear')
SVM|0.5518207282913166|(10, 0.01, 'linear')
SVM|0.5518207282913166|(10, 0.001, 'linear')
SVM|0.5518207282913166|(10, 0.0001, 'linear')
SVM|0.5518207282913166|(100, 0.1, 'linear')
SVM|0.5518207282913166|(100, 0.01, 'linear')
SVM|0.5518207282913166|(100, 0.001, 'linear')
SVM|0.5518207282913166|(100, 0.0001, 'linear')
SVM|0.5518207282913166|(1000, 0.1, 'linear')
