Model|Accuracy|Params
RBF|0.5935483870967742|(1, 0.01, 'rbf')
RBF|0.8129032258064516|(1, 0.001, 'rbf')
RBF|0.7548387096774194|(1, 0.0001, 'rbf')
RBF|0.5935483870967742|(10, 0.1, 'rbf')
RBF|0.5935483870967742|(10, 0.01, 'rbf')
RBF|0.8193548387096774|(10, 0.001, 'rbf')
RBF|0.7032258064516129|(10, 0.0001, 'rbf')
RBF|0.5935483870967742|(100, 0.1, 'rbf')
RBF|0.5935483870967742|(100, 0.01, 'rbf')
RBF|0.8193548387096774|(100, 0.001, 'rbf')
RBF|0.6967741935483871|(100, 0.0001, 'rbf')
RBF|0.5935483870967742|(1000, 0.1, 'rbf')
RBF|0.5935483870967742|(1000, 0.01, 'rbf')
RBF|0.8193548387096774|(1000, 0.001, 'rbf')
RBF|0.6967741935483871|(1000, 0.0001, 'rbf')
RF|0.7483870967741936|(0, 1, 50, 'gini')
RF|0.7225806451612903|(0, 1, 50, 'entropy')
RF|0.7225806451612903|(0, 1, 50, 'log_loss')
RF|0.7290322580645161|(0, 1, 100, 'gini')
RF|0.7096774193548387|(0, 1, 100, 'entropy')
RF|0.7096774193548387|(0, 1, 100, 'log_loss')
RF|0.7161290322580646|(0, 1, 150, 'gini')
RF|0.7096774193548387|(0, 1, 150, 'entropy')
RF|0.7096774193548387|(0, 1, 150, 'log_loss')
RF|0.7225806451612903|(0, 1, 200, 'gini')
RF|0.7225806451612903|(0, 1, 200, 'entropy')
RF|0.7225806451612903|(0, 1, 200, 'log_loss')
RF|0.7612903225806451|(0, 2, 50, 'gini')
RF|0.7419354838709677|(0, 2, 50, 'entropy')
RF|0.7419354838709677|(0, 2, 50, 'log_loss')
RF|0.7548387096774194|(0, 2, 100, 'gini')
RF|0.7354838709677419|(0, 2, 100, 'entropy')
RF|0.7354838709677419|(0, 2, 100, 'log_loss')
RF|0.7741935483870968|(0, 2, 150, 'gini')
RF|0.7548387096774194|(0, 2, 150, 'entropy')
RF|0.7548387096774194|(0, 2, 150, 'log_loss')
RF|0.7612903225806451|(0, 2, 200, 'gini')
RF|0.7483870967741936|(0, 2, 200, 'entropy')
RF|0.7483870967741936|(0, 2, 200, 'log_loss')
RF|0.7548387096774194|(0, 5, 50, 'gini')
RF|0.7225806451612903|(0, 5, 50, 'entropy')
RF|0.7225806451612903|(0, 5, 50, 'log_loss')
RF|0.7677419354838709|(0, 5, 100, 'gini')
RF|0.7483870967741936|(0, 5, 100, 'entropy')
RF|0.7483870967741936|(0, 5, 100, 'log_loss')
RF|0.7806451612903226|(0, 5, 150, 'gini')
RF|0.7548387096774194|(0, 5, 150, 'entropy')
RF|0.7548387096774194|(0, 5, 150, 'log_loss')
RF|0.7870967741935484|(0, 5, 200, 'gini')
RF|0.7677419354838709|(0, 5, 200, 'entropy')
RF|0.7677419354838709|(0, 5, 200, 'log_loss')
RF|0.7483870967741936|(0, 10, 50, 'gini')
RF|0.7612903225806451|(0, 10, 50, 'entropy')
RF|0.7612903225806451|(0, 10, 50, 'log_loss')
RF|0.7032258064516129|(0, 10, 100, 'gini')
RF|0.7161290322580646|(0, 10, 100, 'entropy')
RF|0.7161290322580646|(0, 10, 100, 'log_loss')
RF|0.7419354838709677|(0, 10, 150, 'gini')
RF|0.7032258064516129|(0, 10, 150, 'entropy')
RF|0.7032258064516129|(0, 10, 150, 'log_loss')
RF|0.7354838709677419|(0, 10, 200, 'gini')
RF|0.7290322580645161|(0, 10, 200, 'entropy')
RF|0.7290322580645161|(0, 10, 200, 'log_loss')
